covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
trat_her2,-0.817151834674754,0.4416878647705595,0.0189368115344755,-0.8542673032643487,-0.7800363660851594,0.42559490887146545,0.4583893411762944,0.0,-43.15150062021183,0.0,inf
